Office,Party,County Name,Candidate Name,Votes/Percentage,
Governor,Democratic Party,PUEBLO,Cary Kennedy,"5,086",
Governor,Democratic Party,RIO BLANCO,Cary Kennedy,40,
Governor,Democratic Party,RIO GRANDE,Cary Kennedy,282,
Governor,Democratic Party,ROUTT,Cary Kennedy,"1,059",
Governor,Democratic Party,SAGUACHE,Cary Kennedy,294,
Governor,Democratic Party,SAN JUAN,Cary Kennedy,35,
Governor,Democratic Party,SAN MIGUEL,Cary Kennedy,574,
Governor,Democratic Party,SEDGWICK,Cary Kennedy,35,
Governor,Democratic Party,SUMMIT,Cary Kennedy,633,
Governor,Democratic Party,TELLER,Cary Kennedy,540,
Governor,Democratic Party,WASHINGTON,Cary Kennedy,28,
Governor,Democratic Party,WELD,Cary Kennedy,"4,296",
Governor,Democratic Party,YUMA,Cary Kennedy,101,
Governor,Democratic Party,TOTAL,Cary Kennedy,"157,396",
Governor,Democratic Party,PERCENTAGE,Cary Kennedy,24.71%,
Governor,Democratic Party,ADAMS,Jared Polis,"19,731",
Governor,Democratic Party,ALAMOSA,Jared Polis,477,
Governor,Democratic Party,ARAPAHOE,Jared Polis,"27,524",
Governor,Democratic Party,ARCHULETA,Jared Polis,427,
Governor,Democratic Party,BACA,Jared Polis,113,
Governor,Democratic Party,BENT,Jared Polis,139,
Governor,Democratic Party,BOULDER,Jared Polis,"39,193",
Governor,Democratic Party,BROOMFIELD,Jared Polis,"6,253",
Governor,Democratic Party,CHAFFEE,Jared Polis,"1,169",
Governor,Democratic Party,CHEYENNE,Jared Polis,21,
Governor,Democratic Party,CLEAR CREEK,Jared Polis,877,
Governor,Democratic Party,CONEJOS,Jared Polis,337,
Governor,Democratic Party,COSTILLA,Jared Polis,362,
Governor,Democratic Party,CROWLEY,Jared Polis,97,
Governor,Democratic Party,CUSTER,Jared Polis,200,
Governor,Democratic Party,DELTA,Jared Polis,981,
Governor,Democratic Party,DENVER,Jared Polis,"45,369",
Governor,Democratic Party,DOLORES,Jared Polis,42,
Governor,Democratic Party,DOUGLAS,Jared Polis,"11,220",
Governor,Democratic Party,EAGLE,Jared Polis,"2,193",
Governor,Democratic Party,EL PASO,Jared Polis,"18,682",
Governor,Democratic Party,ELBERT,Jared Polis,588,
Governor,Democratic Party,FREMONT,Jared Polis,"1,338",
Governor,Democratic Party,GARFIELD,Jared Polis,"2,083",
Governor,Democratic Party,GILPIN,Jared Polis,550,
Governor,Democratic Party,GRAND,Jared Polis,918,
Governor,Democratic Party,GUNNISON,Jared Polis,706,
Governor,Democratic Party,HINSDALE,Jared Polis,22,
Governor,Democratic Party,HUERFANO,Jared Polis,534,
Governor,Democratic Party,JACKSON,Jared Polis,15,
Governor,Democratic Party,JEFFERSON,Jared Polis,"35,584",
Governor,Democratic Party,KIOWA,Jared Polis,20,
Governor,Democratic Party,KIT CARSON,Jared Polis,89,
Governor,Democratic Party,LA PLATA,Jared Polis,"2,191",
Governor,Democratic Party,LAKE,Jared Polis,320,
Governor,Democratic Party,LARIMER,Jared Polis,"28,211",
Governor,Democratic Party,LAS ANIMAS,Jared Polis,990,
Governor,Democratic Party,LINCOLN,Jared Polis,66,
Governor,Democratic Party,LOGAN,Jared Polis,425,
Governor,Democratic Party,MESA,Jared Polis,"4,481",
Governor,Democratic Party,MINERAL,Jared Polis,77,
Governor,Democratic Party,MOFFAT,Jared Polis,145,
Governor,Democratic Party,MONTEZUMA,Jared Polis,635,
Governor,Democratic Party,MONTROSE,Jared Polis,"1,091",
Governor,Democratic Party,MORGAN,Jared Polis,536,
Governor,Democratic Party,OTERO,Jared Polis,720,
Governor,Democratic Party,OURAY,Jared Polis,287,
Governor,Democratic Party,PARK,Jared Polis,736,
Governor,Democratic Party,PHILLIPS,Jared Polis,69,
Governor,Democratic Party,PITKIN,Jared Polis,"1,352",
Governor,Democratic Party,PROWERS,Jared Polis,214,
Governor,Democratic Party,PUEBLO,Jared Polis,"8,069",
Governor,Democratic Party,RIO BLANCO,Jared Polis,57,
Governor,Democratic Party,RIO GRANDE,Jared Polis,307,
Governor,Democratic Party,ROUTT,Jared Polis,"1,328",
Governor,Democratic Party,SAGUACHE,Jared Polis,314,
Governor,Democratic Party,SAN JUAN,Jared Polis,47,
Governor,Democratic Party,SAN MIGUEL,Jared Polis,438,
Governor,Democratic Party,SEDGWICK,Jared Polis,47,
Governor,Democratic Party,SUMMIT,Jared Polis,"2,537",
Governor,Democratic Party,TELLER,Jared Polis,754,
Governor,Democratic Party,WASHINGTON,Jared Polis,63,
Governor,Democratic Party,WELD,Jared Polis,"8,826",
Governor,Democratic Party,YUMA,Jared Polis,153,
Governor,Democratic Party,TOTAL,Jared Polis,"283,340",
Governor,Democratic Party,PERCENTAGE,Jared Polis,44.48%,WINNER
Governor,Democratic Party,ADAMS,Donna Lynne,"3,325",
Governor,Democratic Party,ALAMOSA,Donna Lynne,166,
Governor,Democratic Party,ARAPAHOE,Donna Lynne,"5,802",
Governor,Democratic Party,ARCHULETA,Donna Lynne,141,
Governor,Democratic Party,BACA,Donna Lynne,37,
Governor,Democratic Party,BENT,Donna Lynne,47,
Governor,Democratic Party,BOULDER,Donna Lynne,"3,187",
Governor,Democratic Party,BROOMFIELD,Donna Lynne,563,
Governor,Democratic Party,CHAFFEE,Donna Lynne,201,
Governor,Democratic Party,CHEYENNE,Donna Lynne,10,
Governor,Democratic Party,CLEAR CREEK,Donna Lynne,84,
Governor,Democratic Party,CONEJOS,Donna Lynne,98,
Governor,Democratic Party,COSTILLA,Donna Lynne,141,
Governor,Democratic Party,CROWLEY,Donna Lynne,28,
Governor,Democratic Party,CUSTER,Donna Lynne,28,
Governor,Democratic Party,DELTA,Donna Lynne,222,
Governor,Democratic Party,DENVER,Donna Lynne,"8,537",
Governor,Democratic Party,DOLORES,Donna Lynne,20,
Governor,Democratic Party,DOUGLAS,Donna Lynne,"2,504",
Governor,Democratic Party,EAGLE,Donna Lynne,240,
Governor,Democratic Party,EL PASO,Donna Lynne,"3,524",
Governor,Democratic Party,ELBERT,Donna Lynne,163,
Governor,Democratic Party,FREMONT,Donna Lynne,230,
Governor,Democratic Party,GARFIELD,Donna Lynne,419,
Governor,Democratic Party,GILPIN,Donna Lynne,44,
Governor,Democratic Party,GRAND,Donna Lynne,96,
Governor,Democratic Party,GUNNISON,Donna Lynne,182,
Governor,Democratic Party,HINSDALE,Donna Lynne,5,
Governor,Democratic Party,HUERFANO,Donna Lynne,89,
Governor,Democratic Party,JACKSON,Donna Lynne,5,
Governor,Democratic Party,JEFFERSON,Donna Lynne,"6,459",
Governor,Democratic Party,KIOWA,Donna Lynne,4,
Governor,Democratic Party,KIT CARSON,Donna Lynne,28,
Governor,Democratic Party,LA PLATA,Donna Lynne,829,
Governor,Democratic Party,LAKE,Donna Lynne,91,
Governor,Democratic Party,LARIMER,Donna Lynne,"2,362",
Governor,Democratic Party,LAS ANIMAS,Donna Lynne,229,
Governor,Democratic Party,LINCOLN,Donna Lynne,17,
Governor,Democratic Party,LOGAN,Donna Lynne,79,
Governor,Democratic Party,MESA,Donna Lynne,"1,050",
Governor,Democratic Party,MINERAL,Donna Lynne,28,
Governor,Democratic Party,MOFFAT,Donna Lynne,41,
Governor,Democratic Party,MONTEZUMA,Donna Lynne,256,
Governor,Democratic Party,MONTROSE,Donna Lynne,277,
Governor,Democratic Party,MORGAN,Donna Lynne,138,
Governor,Democratic Party,OTERO,Donna Lynne,155,
Governor,Democratic Party,OURAY,Donna Lynne,70,
Governor,Democratic Party,PARK,Donna Lynne,135,
Governor,Democratic Party,PHILLIPS,Donna Lynne,22,
Governor,Democratic Party,PITKIN,Donna Lynne,141,
Governor,Democratic Party,PROWERS,Donna Lynne,58,
Governor,Democratic Party,PUEBLO,Donna Lynne,"1,394",
Governor,Democratic Party,RIO BLANCO,Donna Lynne,17,
Governor,Democratic Party,RIO GRANDE,Donna Lynne,89,
Governor,Democratic Party,ROUTT,Donna Lynne,255,
Governor,Democratic Party,SAGUACHE,Donna Lynne,64,
Governor,Democratic Party,SAN JUAN,Donna Lynne,12,
Governor,Democratic Party,SAN MIGUEL,Donna Lynne,106,
Governor,Democratic Party,SEDGWICK,Donna Lynne,15,
Governor,Democratic Party,SUMMIT,Donna Lynne,210,
Governor,Democratic Party,TELLER,Donna Lynne,148,
Governor,Democratic Party,WASHINGTON,Donna Lynne,19,
Governor,Democratic Party,WELD,Donna Lynne,"1,400",
Governor,Democratic Party,YUMA,Donna Lynne,46,
Governor,Democratic Party,TOTAL,Donna Lynne,"46,382",
Governor,Democratic Party,PERCENTAGE,Donna Lynne,7.28%,
Governor,Democratic Party,ADAMS,Mike Johnston,"10,030",
Governor,Democratic Party,ALAMOSA,Mike Johnston,333,
Governor,Democratic Party,ARAPAHOE,Mike Johnston,"18,692",
Governor,Democratic Party,ARCHULETA,Mike Johnston,266,
Governor,Democratic Party,BACA,Mike Johnston,58,
Governor,Democratic Party,BENT,Mike Johnston,103,
Governor,Democratic Party,BOULDER,Mike Johnston,"10,631",
Governor,Democratic Party,BROOMFIELD,Mike Johnston,"1,849",
Governor,Democratic Party,CHAFFEE,Mike Johnston,662,
Governor,Democratic Party,CHEYENNE,Mike Johnston,30,
Governor,Democratic Party,CLEAR CREEK,Mike Johnston,291,
Governor,Democratic Party,CONEJOS,Mike Johnston,282,
Governor,Democratic Party,COSTILLA,Mike Johnston,306,
Governor,Democratic Party,CROWLEY,Mike Johnston,50,
Governor,Democratic Party,CUSTER,Mike Johnston,88,
Governor,Democratic Party,DELTA,Mike Johnston,546,
Governor,Democratic Party,DENVER,Mike Johnston,"34,875",
Governor,Democratic Party,DOLORES,Mike Johnston,45,
Governor,Democratic Party,DOUGLAS,Mike Johnston,"8,375",
Governor,Democratic Party,EAGLE,Mike Johnston,"2,447",
Governor,Democratic Party,EL PASO,Mike Johnston,"10,085",
Governor,Democratic Party,ELBERT,Mike Johnston,369,
Governor,Democratic Party,FREMONT,Mike Johnston,558,
Governor,Democratic Party,GARFIELD,Mike Johnston,"1,469",
Governor,Democratic Party,GILPIN,Mike Johnston,120,
Governor,Democratic Party,GRAND,Mike Johnston,262,
Governor,Democratic Party,GUNNISON,Mike Johnston,430,
Governor,Democratic Party,HINSDALE,Mike Johnston,25,
Governor,Democratic Party,HUERFANO,Mike Johnston,261,
Governor,Democratic Party,JACKSON,Mike Johnston,15,
Governor,Democratic Party,JEFFERSON,Mike Johnston,"19,443",
Governor,Democratic Party,KIOWA,Mike Johnston,17,
Governor,Democratic Party,KIT CARSON,Mike Johnston,90,
Governor,Democratic Party,LA PLATA,Mike Johnston,994,
Governor,Democratic Party,LAKE,Mike Johnston,252,
Governor,Democratic Party,LARIMER,Mike Johnston,"6,577",
Governor,Democratic Party,LAS ANIMAS,Mike Johnston,440,
Governor,Democratic Party,LINCOLN,Mike Johnston,62,
Governor,Democratic Party,LOGAN,Mike Johnston,289,
Governor,Democratic Party,MESA,Mike Johnston,"3,268",
Governor,Democratic Party,MINERAL,Mike Johnston,84,
Governor,Democratic Party,MOFFAT,Mike Johnston,103,
Governor,Democratic Party,MONTEZUMA,Mike Johnston,439,
Governor,Democratic Party,MONTROSE,Mike Johnston,807,
Governor,Democratic Party,MORGAN,Mike Johnston,357,
Governor,Democratic Party,OTERO,Mike Johnston,331,
Governor,Democratic Party,OURAY,Mike Johnston,188,
Governor,Democratic Party,PARK,Mike Johnston,351,
Governor,Democratic Party,PHILLIPS,Mike Johnston,64,
Governor,Democratic Party,PITKIN,Mike Johnston,641,
Governor,Democratic Party,PROWERS,Mike Johnston,176,
Governor,Democratic Party,PUEBLO,Mike Johnston,"4,521",
Governor,Democratic Party,RIO BLANCO,Mike Johnston,62,
Governor,Democratic Party,RIO GRANDE,Mike Johnston,252,
Governor,Democratic Party,ROUTT,Mike Johnston,781,
Governor,Democratic Party,SAGUACHE,Mike Johnston,161,
Governor,Democratic Party,SAN JUAN,Mike Johnston,21,
Governor,Democratic Party,SAN MIGUEL,Mike Johnston,298,
Governor,Democratic Party,SEDGWICK,Mike Johnston,39,
Governor,Democratic Party,SUMMIT,Mike Johnston,642,
Governor,Democratic Party,TELLER,Mike Johnston,361,
Governor,Democratic Party,WASHINGTON,Mike Johnston,37,
Governor,Democratic Party,WELD,Mike Johnston,"4,068",
Governor,Democratic Party,YUMA,Mike Johnston,115,
Governor,Democratic Party,TOTAL,Mike Johnston,"149,884",
Governor,Democratic Party,PERCENTAGE,Mike Johnston,23.53%,
Governor,Republican Party,ADAMS,Walker Stapleton,"13,416",
Governor,Republican Party,ALAMOSA,Walker Stapleton,696,
Governor,Republican Party,ARAPAHOE,Walker Stapleton,"24,092",
Governor,Republican Party,ARCHULETA,Walker Stapleton,773,
Governor,Republican Party,BACA,Walker Stapleton,432,
Governor,Republican Party,BENT,Walker Stapleton,243,
Governor,Republican Party,BOULDER,Walker Stapleton,"8,562",
Governor,Republican Party,BROOMFIELD,Walker Stapleton,"3,111",
Governor,Republican Party,CHAFFEE,Walker Stapleton,932,
Governor,Republican Party,CHEYENNE,Walker Stapleton,197,
Governor,Republican Party,CLEAR CREEK,Walker Stapleton,522,
Governor,Republican Party,CONEJOS,Walker Stapleton,399,
Governor,Republican Party,COSTILLA,Walker Stapleton,64,
Governor,Republican Party,CROWLEY,Walker Stapleton,241,
Governor,Republican Party,CUSTER,Walker Stapleton,536,
Governor,Republican Party,DELTA,Walker Stapleton,"2,048",
Governor,Republican Party,DENVER,Walker Stapleton,"11,987",
Governor,Republican Party,DOLORES,Walker Stapleton,237,
Governor,Republican Party,DOUGLAS,Walker Stapleton,"19,234",
Governor,Republican Party,EAGLE,Walker Stapleton,"1,349",
Governor,Republican Party,EL PASO,Walker Stapleton,"41,860",
Governor,Republican Party,ELBERT,Walker Stapleton,"2,567",
Governor,Republican Party,FREMONT,Walker Stapleton,"2,842",
Governor,Republican Party,GARFIELD,Walker Stapleton,"2,455",
Governor,Republican Party,GILPIN,Walker Stapleton,316,
Governor,Republican Party,GRAND,Walker Stapleton,779,
Governor,Republican Party,GUNNISON,Walker Stapleton,489,
Governor,Republican Party,HINSDALE,Walker Stapleton,134,
Governor,Republican Party,HUERFANO,Walker Stapleton,318,
Governor,Republican Party,JACKSON,Walker Stapleton,247,
Governor,Republican Party,JEFFERSON,Walker Stapleton,"28,093",
Governor,Republican Party,KIOWA,Walker Stapleton,166,
Governor,Republican Party,KIT CARSON,Walker Stapleton,586,
Governor,Republican Party,LA PLATA,Walker Stapleton,"1,701",
Governor,Republican Party,LAKE,Walker Stapleton,112,
Governor,Republican Party,LARIMER,Walker Stapleton,"17,044",
Governor,Republican Party,LAS ANIMAS,Walker Stapleton,519,
Governor,Republican Party,LINCOLN,Walker Stapleton,367,
Governor,Republican Party,LOGAN,Walker Stapleton,"1,864",
Governor,Republican Party,MESA,Walker Stapleton,"11,027",
Governor,Republican Party,MINERAL,Walker Stapleton,67,
Governor,Republican Party,MOFFAT,Walker Stapleton,"1,123",
Governor,Republican Party,MONTEZUMA,Walker Stapleton,"1,242",
Governor,Republican Party,MONTROSE,Walker Stapleton,"3,114",
Governor,Republican Party,MORGAN,Walker Stapleton,"1,524",
Governor,Republican Party,OTERO,Walker Stapleton,"1,046",
Governor,Republican Party,OURAY,Walker Stapleton,289,
Governor,Republican Party,PARK,Walker Stapleton,"1,267",
Governor,Republican Party,PHILLIPS,Walker Stapleton,434,
Governor,Republican Party,PITKIN,Walker Stapleton,428,
Governor,Republican Party,PROWERS,Walker Stapleton,813,
Governor,Republican Party,PUEBLO,Walker Stapleton,"5,381",
Governor,Republican Party,RIO BLANCO,Walker Stapleton,684,
Governor,Republican Party,RIO GRANDE,Walker Stapleton,790,
